path	organism	taxa1	taxa2	taxa3	GenomeSize	Coding	GeneSize	AlternativeSplicingRatio
GCF_019504425.1_ASM1950442v1	Vibrio cholerae	Bacteria	Bacteria	Bacteria	3769567	3208221	3269440	1.00098
GCF_000020845.1_ASM2084v1	Aliivibrio fischeri MJ11	Bacteria	Bacteria	Bacteria	4503336	3901736	3951902	1.00087
GCF_000770115.1_ASM77011v2	Vibrio harveyi	Bacteria	Bacteria	Bacteria	5881490	4994705	5070145	1.00088
GCF_012275005.1_ASM1227500v1	Vibrio parahaemolyticus	Bacteria	Bacteria	Bacteria	5177231	4370786	4445738	1.00092
GCF_009665475.1_ASM966547v1	Vibrio vulnificus	Bacteria	Bacteria	Bacteria	5079985	4280385	4352087	1.00010
GCF_001558255.2_ASM155825v2	Grimontia hollisae	Bacteria	Bacteria	Bacteria	3998439	3444339	3504502	1.00094
GCF_009665195.1_ASM966519v1	Vibrio mimicus	Bacteria	Bacteria	Bacteria	4476214	3820535	3885448	1.00096
GCF_009763485.1_ASM976348v1	Vibrio cincinnatiensis	Bacteria	Bacteria	Bacteria	3781792	3217010	3280141	1.00099
GCF_012275025.1_ASM1227502v1	Vibrio fluvialis	Bacteria	Bacteria	Bacteria	4888884	3964887	4023272	1.00116
GCF_002906455.1_ASM290645v1	Vibrio campbellii	Bacteria	Bacteria	Bacteria	6171067	5173779	5250794	1.00086
GCF_002196515.1_ASM219651v1	Vibrio gazogenes	Bacteria	Bacteria	Bacteria	4786552	4036587	4092133	1.00106
GCF_003726935.1_ASM372693v1	Vibrio mediterranei	Bacteria	Bacteria	Bacteria	5976027	5178142	5247119	1.00089
GCF_001456255.1_ASM145625v1	Vibrio natriegens NBRC 15636 = ATCC 14048 = DSM 759	Bacteria	Bacteria	Bacteria	5175153	4419777	4490136	1.00073
GCF_014854595.1_ASM1485459v1	Plesiomonas shigelloides	Bacteria	Bacteria	Bacteria	3843104	3129889	3206740	1.00102
GCF_000604045.1_ASM60404v1	Aggregatibacter actinomycetemcomitans HK1651	Bacteria	Bacteria	Bacteria	2105503	1743276	1780467	1.00098
GCF_000016685.1_ASM1668v1	Actinobacillus pleuropneumoniae serovar 3 str. JL03	Bacteria	Bacteria	Bacteria	2242062	1914312	1951002	1.00065
GCF_900187155.1_51726_C01	Actinobacillus suis	Bacteria	Bacteria	Bacteria	2501959	2180539	2217746	1.0007
GCF_900636745.1_44087_C02	Actinobacillus equuli	Bacteria	Bacteria	Bacteria	2451991	2136339	2173162	1.00059
GCF_900635785.1_33922_B01	Actinobacillus lignieresii	Bacteria	Bacteria	Bacteria	2377048	1872058	1908910	1.00076
GCF_003351405.1_ASM335140v1	Haemophilus haemolyticus	Bacteria	Bacteria	Bacteria	1916320	1678320	1714926	1.00068
GCF_019703615.1_ASM1970361v1	Haemophilus influenzae	Bacteria	Bacteria	Bacteria	1810977	1572837	1609698	1.00078
GCF_012849875.1_ASM1284987v1	Avibacterium paragallinarum	Bacteria	Bacteria	Bacteria	2415699	2080409	2117734	1.00106
GCF_014931375.1_ASM1493137v1	Haemophilus parainfluenzae	Bacteria	Bacteria	Bacteria	2037540	1810287	1846530	1.00058
GCF_002162215.1_ASM216221v1	Histophilus somni	Bacteria	Bacteria	Bacteria	2183505	1895332	1928906	1.00086
GCF_001188835.1_ASM118883v1	Aggregatibacter aphrophilus NJ8700	Bacteria	Bacteria	Bacteria	2313256	1992886	2029974	1.00010
GCF_008330025.1_ASM833002v1	Haemophilus parahaemolyticus	Bacteria	Bacteria	Bacteria	2091866	1771717	1808898	1.00081
GCF_000742795.1_ASM74279v1	Glaesserella parasuis	Bacteria	Bacteria	Bacteria	2280878	1877482	1919088	1.00126
GCF_900476035.1_53694_C01	Aggregatibacter segnis ATCC 33393	Bacteria	Bacteria	Bacteria	2022832	1769717	1806023	1.00081
GCF_006351865.1_ASM635186v1	Pasteurella multocida	Bacteria	Bacteria	Bacteria	2448652	2076436	2113112	1.00089
GCF_000209675.1_ASM20967v1	Gallibacterium anatis UMN179	Bacteria	Bacteria	Bacteria	2694139	2329117	2371700	1.00131
GCF_020714665.1_ASM2071466v1	Pasteurella canis	Bacteria	Bacteria	Bacteria	2298791	2020105	2056661	1.00078
GCF_900186835.1_49950_F01	Pasteurella dagmatis	Bacteria	Bacteria	Bacteria	2287213	2006274	2042592	1.00068
GCF_900635775.1_33763_C01	Avibacterium volantium	Bacteria	Bacteria	Bacteria	2230476	1933306	1971093	1.00081
GCF_000024505.1_ASM2450v1	Anaplasma centrale str. Israel	Bacteria	Bacteria	Bacteria	1206806	965204	977409	1.0013
GCF_003515735.1_ASM351573v1	Anaplasma marginale	Bacteria	Bacteria	Bacteria	1195321	959806	970060	1.00127
GCF_000015445.1_ASM1544v1	Bartonella bacilliformis KC583	Bacteria	Bacteria	Bacteria	1445021	1149138	1164385	1.0007
GCF_002634005.1_ASM263400v1	Coxiella burnetii	Bacteria	Bacteria	Bacteria	2005688	1592959	1610033	1.00304
GCF_013460615.1_ASM1346061v1	Ehrlichia ruminantium	Bacteria	Bacteria	Bacteria	1507677	939794	949744	1.00098
GCF_009731505.1_ASM973150v1	Rickettsia conorii subsp. heilongjiangensis	Bacteria	Bacteria	Bacteria	1279369	951492	963164	1.00232
GCF_001602215.1_ASM160221v1	Rickettsia prowazekii	Bacteria	Bacteria	Bacteria	1111769	832312	842447	1.0014
GCF_001951015.1_ASM195101v1	Rickettsia rickettsii	Bacteria	Bacteria	Bacteria	1268242	938083	949802	1.00231
GCF_900327235.1_UT176	Orientia tsutsugamushi	Bacteria	Bacteria	Bacteria	1932116	1203976	1214782	1.00102
GCF_000277285.1_ASM27728v1	Rickettsia typhi str. TH1527	Bacteria	Bacteria	Bacteria	1112372	828883	838896	1.00126
GCF_000018205.1_ASM1820v1	Rickettsia akari str. Hartford	Bacteria	Bacteria	Bacteria	1231060	883547	893985	1.00156
GCF_000284155.1_ASM28415v1	Rickettsia australis str. Cutlack	Bacteria	Bacteria	Bacteria	1323280	947370	960500	1.00205
GCF_000283915.1_ASM28391v1	Rickettsia canadensis str. CA410	Bacteria	Bacteria	Bacteria	1150228	828911	838899	1.00118
GCF_009936175.1_ASM993617v1	Bartonella quintana	Bacteria	Bacteria	Bacteria	1588683	1148269	1163447	1.00076
GCF_900638615.1_58174_F01	Bartonella elizabethae	Bacteria	Bacteria	Bacteria	2018538	1494491	1512710	1.00128
GCF_002776795.1_ASM277679v1	Chlamydia trachomatis	Bacteria	Bacteria	Bacteria	1047716	927586	945930	1.00294
GCF_008369705.1_ASM836970v1	Bacteroides fragilis	Bacteria	Bacteria	Bacteria	5419725	4717647	4763083	1.00088
GCF_001314975.1_ASM131497v1	Bacteroides thetaiotaomicron	Bacteria	Bacteria	Bacteria	6487685	5719456	5757968	1.00083
GCF_018291785.1_ASM1829178v1	Bacteroides uniformis	Bacteria	Bacteria	Bacteria	5471617	4764077	4798231	1.00103
GCF_000012825.1_ASM1282v1	Phocaeicola vulgatus ATCC 8482	Bacteria	Bacteria	Bacteria	5163189	4470462	4517290	1.00088
GCF_900683725.1_Parabacteroides_distasonis_82G9	Parabacteroides distasonis ATCC 8503	Bacteria	Bacteria	Bacteria	5212259	4568610	4617679	1.00133
GCF_001190745.1_ASM119074v1	Campylobacter gracilis	Bacteria	Bacteria	Bacteria	2281652	1848922	1874361	1.00213
GCF_000024405.1_ASM2440v1	Sebaldella termitidis ATCC 33386	Bacteria	Bacteria	Bacteria	4486650	3815912	3846491	1.00103
GCF_001190755.1_ASM119075v1	Campylobacter ureolyticus RIGS 9880	Bacteria	Bacteria	Bacteria	1641887	1489454	1512930	1.00269
GCF_003175155.1_INBov1	Butyrivibrio fibrisolvens	Bacteria	Bacteria	Bacteria	4881294	4001968	4024731	1.00082
GCF_000146505.1_ASM14650v1	Fibrobacter succinogenes subsp. succinogenes S85	Bacteria	Bacteria	Bacteria	3843004	3474943	3500037	1.00093
GCF_001444325.1_ASM144432v1	Porphyromonas gingivalis A7A1-28	Bacteria	Bacteria	Bacteria	2249024	1819865	1846913	1.00126
GCF_018389405.1_ASM1838940v1	Prevotella ruminicola	Bacteria	Bacteria	Bacteria	3439340	3133156	3163455	1.00144
GCF_900637325.1_50569_E01	Wolinella succinogenes	Bacteria	Bacteria	Bacteria	2150449	1994526	2020097	1.00299
GCF_007833235.1_ASM783323v1	Oxalobacter formigenes	Bacteria	Bacteria	Bacteria	2467769	2124875	2142702	1.0009
GCF_003019695.1_ASM301969v1	Fusobacterium gonidiaformans ATCC 25563	Bacteria	Bacteria	Bacteria	1678881	1508412	1545564	1.00206
GCF_003019315.1_ASM301931v1	Fusobacterium mortiferum ATCC 9817	Bacteria	Bacteria	Bacteria	2716766	2394915	2443378	1.00118
GCF_003019295.1_ASM301929v1	Fusobacterium nucleatum subsp. nucleatum	Bacteria	Bacteria	Bacteria	2180101	1917589	1949829	1.00133
GCF_000209855.1_ASM20985v1	Faecalibacterium prausnitzii SL3/3	Bacteria	Bacteria	Bacteria	3214418	2690830	2707284	1.00157
GCF_003019655.1_ASM301965v1	Fusobacterium varium ATCC 27725	Bacteria	Bacteria	Bacteria	3346458	2899089	2943433	1.00117
GCF_003732525.1_ASM373252v1	Fusobacterium necrophorum subsp. funduliforme	Bacteria	Bacteria	Bacteria	2288480	2042344	2080713	1.0021
GCF_003019755.1_ASM301975v1	Fusobacterium periodonticum	Bacteria	Bacteria	Bacteria	2541084	2197629	2230438	1.00139
GCF_900683735.1_Fusobacterium_ulcerans_81A6	Fusobacterium ulcerans ATCC 49185	Bacteria	Bacteria	Bacteria	3839419	3339813	3383688	1.0010
GCF_000014725.1_ASM1472v1	Syntrophomonas wolfei subsp. wolfei str. Goettingen G311	Bacteria	Bacteria	Bacteria	2936195	2427119	2453505	1.00142
GCF_014076555.1_ASM1407655v1	Pectinatus frisingensis	Bacteria	Bacteria	Bacteria	2881049	2463299	2492981	1.00135
GCF_003390435.1_ASM339043v1	Dichelobacter nodosus	Bacteria	Bacteria	Bacteria	1389350	1202007	1223529	1.00192
GCF_000212675.2_ASM21267v2	Desulfocurvibacter africanus subsp. africanus str. Walvis Bay	Bacteria	Bacteria	Bacteria	4200534	3563571	3591733	1.00143
GCF_017815575.1_ASM1781557v1	Desulfovibrio desulfuricans	Bacteria	Bacteria	Bacteria	3554892	3004538	3030867	1.00094
GCF_000023445.1_ASM2344v1	Maridesulfovibrio salexigens DSM 2638	Bacteria	Bacteria	Bacteria	4289847	3792236	3831289	1.0011
GCF_000166115.1_ASM16611v1	Desulfovibrio vulgaris RCH1	Bacteria	Bacteria	Bacteria	3734357	3180606	3217441	1.00128
GCF_000186885.1_ASM18688v1	Desulfobulbus propionicus DSM 2032	Bacteria	Bacteria	Bacteria	3851869	3405496	3427873	1.0014
GCF_002009335.2_ASM200933v2	Desulfococcus multivorans	Bacteria	Bacteria	Bacteria	4455976	3846577	3876163	1.00163
GCF_000023225.1_ASM2322v1	Desulfomicrobium baculatum DSM 4028	Bacteria	Bacteria	Bacteria	3942657	3508191	3532444	1.00153
GCF_900116045.1_DESPIGER	Desulfovibrio piger	Bacteria	Bacteria	Bacteria	2807531	2366462	2411090	1.00111
GCF_000025305.1_ASM2530v1	Acidaminococcus fermentans DSM 20731	Bacteria	Bacteria	Bacteria	2329769	2021506	2059817	1.00154
GCF_003010495.1_ASM301049v1	Megasphaera elsdenii DSM 20460	Bacteria	Bacteria	Bacteria	2478942	2080238	2131467	1.00135
GCF_000013885.1_ASM1388v1	Nitrobacter hamburgensis X14	Bacteria	Bacteria	Bacteria	5011522	3914304	3933321	1.00128
GCF_000012725.1_ASM1272v1	Nitrobacter winogradskyi Nb-255	Bacteria	Bacteria	Bacteria	3402093	2791494	2807573	1.00131
GCF_000009145.1_ASM914v1	Nitrosomonas europaea ATCC 19718	Bacteria	Bacteria	Bacteria	2812094	2427291	2442033	1.00145
GCF_000014765.1_ASM1476v1	Nitrosomonas eutropha C91	Bacteria	Bacteria	Bacteria	2781824	2379459	2395194	1.00163
GCF_000020825.1_ASM2082v1	Acidithiobacillus ferrooxidans ATCC 53993	Bacteria	Bacteria	Bacteria	2885038	2552096	2574084	1.00216
GCF_000092925.1_ASM9292v1	Starkeya novella DSM 506	Bacteria	Bacteria	Bacteria	4765023	4177651	4196609	1.00129
GCF_002028405.1_ASM202840v1	Thiomonas intermedia	Bacteria	Bacteria	Bacteria	3343428	2975998	2991379	1.00122
GCF_000024765.1_ASM2476v1	Halothiobacillus neapolitanus c2	Bacteria	Bacteria	Bacteria	2582886	2283566	2302271	1.00129
GCF_009662475.1_ASM966247v1	Acidithiobacillus thiooxidans ATCC 19377	Bacteria	Bacteria	Bacteria	3415726	2996463	3022972	1.00237
GCF_000164905.1_ASM16490v1	Hydrogenobacter thermophilus TK-6	Bacteria	Bacteria	Bacteria	1742932	1667922	1689631	1.00618
GCF_000012565.1_ASM1256v1	Ehrlichia canis str. Jake	Bacteria	Bacteria	Bacteria	1315030	944618	954138	1.00065
GCF_000632815.1_ASM63281v1	Ehrlichia chaffeensis str. Heartland	Bacteria	Bacteria	Bacteria	1172721	909633	919151	1.00065
GCF_000439755.1_ASM43975v1	Anaplasma phagocytophilum str. HZ2	Bacteria	Bacteria	Bacteria	1477581	975990	985868	1.00074
GCF_012790675.1_ASM1279067v1	Anaplasma platys	Bacteria	Bacteria	Bacteria	1196811	888397	898497	1.00088
GCF_000022525.1_ASM2252v1	Neorickettsia risticii str. Illinois	Bacteria	Bacteria	Bacteria	879977	726758	735984	1.00109
GCF_000013165.1_ASM1316v1	Neorickettsia sennetsu str. Miyayama	Bacteria	Bacteria	Bacteria	859006	723851	733138	1.00119
GCF_001653955.1_ASM165395v1	Francisella persica ATCC VR-331	Bacteria	Bacteria	Bacteria	1540768	1042057	1062004	1.00114
GCF_002374845.2_ASM237484v2	Wolbachia pipientis	Bacteria	Bacteria	Bacteria	1483853	1167801	1178340	1.0012
GCF_002208115.1_ASM220811v1	Bdellovibrio bacteriovorus	Bacteria	Bacteria	Bacteria	3769537	3412347	3429946	1.0017
GCF_002872415.1_ASM287241v1	Bacteriovorax stolpii	Bacteria	Bacteria	Bacteria	3810309	3543987	3567709	1.00209
GCF_006378125.1_ASM637812v1	Herbaspirillum seropedicae	Bacteria	Bacteria	Bacteria	5392975	4716518	4743897	1.00085
GCF_000284095.1_ASM28409v1	Selenomonas ruminantium subsp. lactilytica TAM6421	Bacteria	Bacteria	Bacteria	3631933	3202091	3249911	1.00159
GCF_000190595.1_ASM19059v1	Cellulophaga lytica DSM 7489	Bacteria	Bacteria	Bacteria	3765936	3405088	3432748	1.00077
GCF_000023825.1_ASM2382v1	Pedobacter heparinus DSM 2366	Bacteria	Bacteria	Bacteria	5167383	4744233	4770090	1.00077
GCF_000014145.1_ASM1414v1	Cytophaga hutchinsonii ATCC 33406	Bacteria	Bacteria	Bacteria	4433218	3940029	3967442	1.00099
GCF_000016645.1_ASM1664v1	Flavobacterium johnsoniae UW101	Bacteria	Bacteria	Bacteria	6096872	5299186	5340681	1.00072
GCF_000242635.2_ASM24263v3	Solitalea canadensis DSM 3403	Bacteria	Bacteria	Bacteria	5202069	4527205	4558034	1.00066
GCF_014844435.1_ASM1484443v1	Flavobacterium columnare	Bacteria	Bacteria	Bacteria	3221281	2733871	2796353	1.00099
GCF_000265505.1_ASM26550v1	Bernardetia litoralis DSM 6794	Bacteria	Bacteria	Bacteria	4919337	4078810	4103845	1.00068
GCF_000183425.1_ASM18342v1	Marivirga tractuosa DSM 4126	Bacteria	Bacteria	Bacteria	4516490	4003834	4025224	1.0012
GCF_000250635.1_ASM25063v1	Saprospira grandis str. Lewin	Bacteria	Bacteria	Bacteria	4400185	3596331	3620650	1.00086
GCF_900187125.1_50592_G01	Sphingobacterium mizutaii	Bacteria	Bacteria	Bacteria	4653048	4005588	4036048	1.00087
GCF_900637795.1_52592_H02	Weeksella virosa	Bacteria	Bacteria	Bacteria	2287133	2019607	2053014	1.00133
GCF_002302415.1_ASM230241v1	Capnocytophaga gingivalis	Bacteria	Bacteria	Bacteria	2838633	2485258	2508101	1.00089
GCF_019930725.1_ASM1993072v1	Capnocytophaga ochracea	Bacteria	Bacteria	Bacteria	2615469	2256585	2285322	1.00106
GCF_002302495.1_ASM230249v1	Capnocytophaga sputigena	Bacteria	Bacteria	Bacteria	2855148	2566800	2593807	1.0009
GCF_000025485.1_ASM2548v1	Allochromatium vinosum DSM 180	Bacteria	Bacteria	Bacteria	3669074	3301602	3329120	1.0017
GCF_009664085.1_ASM966408v1	Thermochromatium tepidum ATCC 43061	Bacteria	Bacteria	Bacteria	2958290	2597327	2624214	1.00183
GCF_002356555.2_HH1059_assembly_1.0	Halorhodospira halochloris	Bacteria	Bacteria	Bacteria	2834560	2453253	2474898	1.00219
GCF_000015585.1_ASM1558v1	Halorhodospira halophila SL1	Bacteria	Bacteria	Bacteria	2678452	2443784	2464470	1.00185
GCF_014622665.1_ASM1462266v1	Rhodobacter capsulatus	Bacteria	Bacteria	Bacteria	3616128	3209252	3240356	1.00159
GCF_003846385.1_ASM384638v1	Cereibacter sphaeroides	Bacteria	Bacteria	Bacteria	4405687	3771142	3789051	1.00127
GCF_000166055.1_ASM16605v1	Rhodomicrobium vannielii ATCC 17100	Bacteria	Bacteria	Bacteria	4014469	3401729	3424983	1.00177
GCF_003071405.1_ASM307140v1	Fuscovulum blasticum	Bacteria	Bacteria	Bacteria	3706095	3338616	3361249	1.00137
GCF_003031265.1_ASM303126v1	Rhodopseudomonas palustris	Bacteria	Bacteria	Bacteria	5269926	4594335	4617149	1.00092
GCF_001402875.1_ASM140287v1	Blastochloris viridis	Bacteria	Bacteria	Bacteria	3724841	3141203	3166196	1.0012
GCF_000284415.1_ASM28441v2	Pararhodospirillum photometricum DSM 122	Bacteria	Bacteria	Bacteria	3876289	3148853	3180295	1.00242
GCF_000013085.1_ASM1308v1	Rhodospirillum rubrum ATCC 11170	Bacteria	Bacteria	Bacteria	4406557	3871190	3902399	1.00124
GCF_000020465.1_ASM2046v1	Chlorobium limicola DSM 245	Bacteria	Bacteria	Bacteria	2763181	2375293	2394360	1.00127
GCF_008586845.1_ASM858684v1	Chlorobium phaeovibrioides	Bacteria	Bacteria	Bacteria	2017051	1586612	1610292	1.00241
GCF_000015125.1_ASM1512v1	Chlorobium phaeobacteroides DSM 266	Bacteria	Bacteria	Bacteria	3133902	2615079	2634914	1.00137
GCF_000006985.1_ASM698v1	Chlorobaculum tepidum TLS	Bacteria	Bacteria	Bacteria	2154946	1864972	1883554	1.00151
GCF_000012485.1_ASM1248v1	Pelodictyon luteolum DSM 273	Bacteria	Bacteria	Bacteria	2364842	2106469	2125249	1.00145
GCF_000020625.1_ASM2062v1	Prosthecochloris aestuarii DSM 271	Bacteria	Bacteria	Bacteria	2579695	2245651	2259746	1.00127
GCF_000018865.1_ASM1886v1	Chloroflexus aurantiacus J-10-fl	Bacteria	Bacteria	Bacteria	5258541	4200990	4227742	1.00115
GCF_001663175.1_ASM166317v1	Erythrobacter neustonensis	Bacteria	Bacteria	Bacteria	3090363	2791624	2813687	1.00148
GCF_019704275.1_ASM1970427v1	Microcystis aeruginosa	Bacteria	Bacteria	Bacteria	5501105	4149518	4175537	1.00163
GCF_000478825.2_ASM47882v2	Synechocystis sp. PCC 6714	Bacteria	Bacteria	Bacteria	3738889	3133994	3154710	1.00131
GCF_000340785.1_ASM34078v1	Synechocystis sp. PCC 6803	Bacteria	Bacteria	Bacteria	3949306	3372674	3405013	1.00166
GCF_000710505.1_Plagard2.0	Planktothrix agardhii NIVA-CYA 126/8	Bacteria	Bacteria	Bacteria	5045869	4137958	4171232	1.00084
GCF_000317695.1_ASM31769v1	Anabaena cylindrica PCC 7122	Bacteria	Bacteria	Bacteria	7063285	5568616	5602875	1.00079
GCF_012516395.1_ASM1251639v1	Dolichospermum flos-aquae CCAP 1403/13F	Bacteria	Bacteria	Bacteria	5220684	4033752	4081086	1.00134
GCF_002142475.1_ASM214247v1	Leptolyngbya boryana IAM M-101	Bacteria	Bacteria	Bacteria	6803468	5820046	5853540	1.00131
GCF_002368275.1_ASM236827v1	Fremyella diplosiphon NIES-3275	Bacteria	Bacteria	Bacteria	10126555	7804214	7854134	1.00087
GCF_000015685.1_ASM1568v1	Prochlorococcus marinus str. NATL1A	Bacteria	Bacteria	Bacteria	1864731	1598564	1611176	1.00139
GCF_000012805.1_ASM1280v1	Nitrosococcus oceani ATCC 19707	Bacteria	Bacteria	Bacteria	3522111	3008352	3030361	1.00139
GCF_000196355.1_ASM19635v1	Nitrosospira multiformis ATCC 25196	Bacteria	Bacteria	Bacteria	3234309	2707744	2723300	1.00010
GCF_009709075.1_ASM970907v1	Piscirickettsia salmonis	Bacteria	Bacteria	Bacteria	3364462	2748745	2789315	1.00162
GCF_013403485.1_ASM1340348v1	Leuconostoc gelidum subsp. gasicomitatum	Bacteria	Bacteria	Bacteria	1812661	1562218	1591751	1.00147
GCF_004103675.1_ASM410367v1	Leuconostoc mesenteroides	Bacteria	Bacteria	Bacteria	2182604	1863882	1893334	1.00155
GCF_007954625.1_ASM795462v1	Leuconostoc lactis	Bacteria	Bacteria	Bacteria	1787635	1532979	1563052	1.0012
GCF_002966535.1_ASM296653v1	Oenococcus oeni	Bacteria	Bacteria	Bacteria	1876981	1617523	1635818	1.00173
GCF_002386265.1_ASM238626v1	Weissella paramesenteroides	Bacteria	Bacteria	Bacteria	1947910	1644645	1695372	1.00095
GCF_007954525.1_ASM795452v1	Leuconostoc carnosum	Bacteria	Bacteria	Bacteria	1701333	1473921	1502956	1.00121
GCF_004355265.1_ASM435526v1	Pediococcus acidilactici	Bacteria	Bacteria	Bacteria	2009598	1722100	1755046	1.00103
GCF_009914035.1_ASM991403v1	Pediococcus pentosaceus	Bacteria	Bacteria	Bacteria	1875540	1625678	1658459	1.00089
GCF_020736065.1_ASM2073606v1	Finegoldia magna	Bacteria	Bacteria	Bacteria	1738818	1562966	1591633	1.00199
GCF_000179635.2_ASM17963v2	Ruminococcus albus 7 = DSM 20455	Bacteria	Bacteria	Bacteria	4482087	3709838	3743022	1.00131
GCF_900475555.1_44257_B01	Micrococcus luteus NCTC 2665	Bacteria	Bacteria	Bacteria	2495693	2213424	2235215	1.00126
GCF_002250745.2_ASM225074v2	Kocuria varians	Bacteria	Bacteria	Bacteria	2823038	2393482	2417411	1.00116
GCF_000725405.1_ASM72540v1	Dermacoccus nishinomiyaensis	Bacteria	Bacteria	Bacteria	3113642	2671701	2696752	1.00106
GCF_006094695.1_ASM609469v1	Kocuria rosea	Bacteria	Bacteria	Bacteria	3946651	3438304	3464459	1.00113
GCF_016127495.1_ASM1612749v1	Kytococcus sedentarius	Bacteria	Bacteria	Bacteria	2783568	2429265	2451331	1.00168
GCF_000025145.1_ASM2514v1	Staphylococcus aureus 04-02981	Bacteria	Bacteria	Bacteria	2821452	2317661	2352748	1.00144
GCF_016724665.1_ASM1672466v1	Staphylococcus carnosus	Bacteria	Bacteria	Bacteria	2690023	2169613	2210890	1.00129
GCF_019329605.1_ASM1932960v1	Staphylococcus epidermidis	Bacteria	Bacteria	Bacteria	2732704	2204332	2240296	1.00117
GCF_009932885.2_ASM993288v2	Staphylococcus haemolyticus	Bacteria	Bacteria	Bacteria	2396207	1978706	2016539	1.00104
GCF_000816085.1_ASM81608v1	Staphylococcus hyicus	Bacteria	Bacteria	Bacteria	2472129	2105857	2144399	1.00138
GCF_002386185.1_ASM238618v1	Staphylococcus simulans	Bacteria	Bacteria	Bacteria	2871975	2373729	2413752	1.00116
GCF_900240095.1_xylosus	Staphylococcus xylosus	Bacteria	Bacteria	Bacteria	2781432	2290768	2305165	1.00088
GCF_900240155.1_J11	Staphylococcus hominis	Bacteria	Bacteria	Bacteria	2236788	1892916	1907164	1.00113
GCF_900636385.1_41665_E01	Staphylococcus warneri	Bacteria	Bacteria	Bacteria	2427576	1984494	2022468	1.00102
GCF_020790155.1_ASM2079015v1	Staphylococcus gallinarum	Bacteria	Bacteria	Bacteria	2880305	2401226	2416555	1.00098
GCF_003019275.1_ASM301927v1	Staphylococcus muscae	Bacteria	Bacteria	Bacteria	2095131	1788679	1826150	1.00125
GCF_001188915.1_ASM118891v1	Staphylococcus schleiferi	Bacteria	Bacteria	Bacteria	2582931	2126133	2164427	1.00127
GCF_017028865.1_ASM1702886v1	Mammaliicoccus sciuri	Bacteria	Bacteria	Bacteria	2759976	2220039	2254091	1.00113
GCF_020546685.1_ASM2054668v1	Deinococcus radiodurans ATCC 13939	Bacteria	Bacteria	Bacteria	3279598	2900274	2927742	1.00125
GCF_000017005.1_ASM1700v1	Streptococcus gordonii str. Challis substr. CH1	Bacteria	Bacteria	Bacteria	2196662	1922970	1951512	1.00154
GCF_016127915.1_ASM1612791v1	Streptococcus oralis	Bacteria	Bacteria	Bacteria	1905756	1672748	1701685	1.00135
GCF_000253315.1_ASM25331v1	Streptococcus salivarius JIM8777	Bacteria	Bacteria	Bacteria	2210574	1907996	1945657	1.00117
GCF_000014205.1_ASM1420v1	Streptococcus sanguinis SK36	Bacteria	Bacteria	Bacteria	2388435	2095248	2124344	1.00153
GCF_004843685.1_ASM484368v1	Streptococcus suis	Bacteria	Bacteria	Bacteria	2283286	1954478	1982947	1.00149
GCF_903886645.1_Streptococcus_thermophilus_CIRM_368	Streptococcus thermophilus	Bacteria	Bacteria	Bacteria	2030907	1518423	1557024	1.00148
GCF_008831345.1_ASM883134v1	Streptococcus mutans	Bacteria	Bacteria	Bacteria	1976303	1649770	1682446	1.00135
GCF_000762265.1_ASM76226v1	Methanobacterium formicicum	Archaea	Archaea	Archaea	2449987	2009676	2027136	1.00072
GCF_002813085.1_ASM281308v1	Methanobrevibacter smithii	Archaea	Archaea	Archaea	1805545	1555866	1571634	1.00097
GCF_000025865.1_ASM2586v1	Methanohalophilus mahii DSM 5219	Archaea	Archaea	Archaea	2012424	1756080	1778436	1.00107
GCF_001889405.1_ASM188940v1	Methanohalophilus halophilus	Archaea	Archaea	Archaea	2022959	1792469	1805733	1.00109
GCF_000166095.1_ASM16609v1	Methanothermus fervidus DSM 2088	Archaea	Archaea	Archaea	1243342	1157722	1176313	1.00371
GCF_000017165.1_ASM1716v1	Methanococcus vannielii SB	Archaea	Archaea	Archaea	1720048	1465483	1490055	1.00065
GCF_000214415.1_ASM21441v1	Methanotorris igneus Kol 5	Archaea	Archaea	Archaea	1854197	1507451	1523019	1.00082
GCF_000091665.1_ASM9166v1	Methanocaldococcus jannaschii DSM 2661	Archaea	Archaea	Archaea	1739927	1490306	1508749	1.00183
GCF_000015825.1_ASM1582v1	Methanoculleus marisnigri JR1	Archaea	Archaea	Archaea	2478101	2134112	2151039	1.00256
GCF_000275865.1_ASM27586v1	Methanofollis liminatans DSM 4140	Archaea	Archaea	Archaea	2475100	2169733	2193537	1.00259
GCF_000013445.1_ASM1344v1	Methanospirillum hungatei JF-1	Archaea	Archaea	Archaea	3544738	3059437	3092341	1.0022
GCF_000969985.1_ASM96998v1	Methanosarcina barkeri str. Wiesmoor	Archaea	Archaea	Archaea	4907186	3385093	3411430	1.00101
GCF_000970165.1_ASM97016v1	Methanosarcina mazei WWM610	Archaea	Archaea	Archaea	4096482	3004166	3028800	1.00086
GCF_000969885.1_ASM96988v1	Methanosarcina thermophila TM-1	Archaea	Archaea	Archaea	3127379	2297504	2322071	1.00099
GCF_000007345.1_ASM734v1	Methanosarcina acetivorans C2A	Archaea	Archaea	Archaea	5751492	4175704	4203902	1.00115
GCF_000969905.1_ASM96990v1	Methanosarcina vacuolata Z-761	Archaea	Archaea	Archaea	4563885	3173006	3200049	1.00098
GCF_000204415.1_ASM20441v1	Methanothrix soehngenii GP6	Archaea	Archaea	Archaea	3026645	2519284	2540161	1.00169
